date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:08	85067/85067	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Aug%202023%2018:35:54%20GMT	https://littlesissymovers.com/author/ittlesl0/	C:/My%20Web%20Sites/website2/littlesissymovers.com/author/ittlesl0/index.html	(from )
16:53:09	122/122	---MC-	200	added ('OK')	text/plain	date:Sat,%2012%20Aug%202023%2020:53:07%20GMT	https://littlesissymovers.com/robots.txt		(from )
16:53:11	70939/70939	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202023%2020:53:09%20GMT	https://littlesissymovers.com/author/ittlesl0/e.src	C:/My%20Web%20Sites/website2/littlesissymovers.com/author/ittlesl0/e.src	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:11	1275/1275	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Jun%202023%2017:26:45%20GMT	https://littlesissymovers.com/wp-content/uploads/elementor/css/post-5.css?ver=1685813205	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/elementor/css/post-58738.css	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:12	1846447/1846447	---M--	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2005:30:30%20GMT	https://littlesissymovers.com/wp-content/cache/min/1/94cfa34cacd30019504ca7a2c86eb5b4.css	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/cache/min/1/94cfa34cacd30019504ca7a2c86eb5b4.css	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:12	135598/135598	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Jun%202023%2017:26:46%20GMT	https://littlesissymovers.com/wp-content/uploads/elementor/css/global.css?ver=1685813206	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/elementor/css/globale91c.css	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:12	13396/13396	---M--	200	added ('OK')	text/css	date:Sat,%2003%20Jun%202023%2017:26:47%20GMT	https://littlesissymovers.com/wp-content/uploads/elementor/css/post-242.css?ver=1685813207	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/elementor/css/post-2428545.css	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:12	15130/15130	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Aug%202023%2020:38:28%20GMT	https://littlesissymovers.com/wp-content/uploads/elementor/css/post-245.css?ver=1691786308	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/elementor/css/post-245ee27.css	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	5308/5308	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2011%20Aug%202023%2020:38:03%20GMT	https://littlesissymovers.com/author/ittlesl0/feed/	C:/My%20Web%20Sites/website2/littlesissymovers.com/author/ittlesl0/feed/index.html	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	70939/70939	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Aug%202023%2020:53:12%20GMT	https://littlesissymovers.com/author/ittlesl0/Firefox/	C:/My%20Web%20Sites/website2/littlesissymovers.com/author/ittlesl0/Firefox/index.html	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	87482/87482	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Aug%202023%2005:14:05%20GMT	https://littlesissymovers.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-includes/js/jquery/jquery.min3088.js	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	13577/13577	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Aug%202023%2005:14:05%20GMT	https://littlesissymovers.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	1196/1196	---M--	200	added ('OK')	image/png	date:Tue,%2002%20May%202023%2015:55:39%20GMT	https://littlesissymovers.com/wp-content/uploads/2023/05/cropped-LilSissyMovers-2-32x32.png	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/2023/05/cropped-LilSissyMovers-2-32x32.png	(from https://littlesissymovers.com/author/ittlesl0/)
16:53:13	17157/17157	---M--	200	added ('OK')	image/png	date:Tue,%2002%20May%202023%2015:55:39%20GMT	https://littlesissymovers.com/wp-content/uploads/2023/05/cropped-LilSissyMovers-2-192x192.png	C:/My%20Web%20Sites/website2/littlesissymovers.com/wp-content/uploads/2023/05/cropped-LilSissyMovers-2-192x192.png	(from https://littlesissymovers.com/author/ittlesl0/)
